questionsAnswered,correct_answers,timeSpent,halfCorrect,reversed,questionsSkipped,answerChanges,flaggedQuestions,label
21,20,16.64,0,0,20,1,3,faible
27,14,13.75,6,3,10,6,0,faible
31,18,15.12,5,4,13,4,1,faible
37,21,16.09,5,4,13,4,3,faible
22,21,11.25,0,1,16,5,2,faible
23,21,18.42,1,1,4,2,5,faible
38,26,11.5,1,5,13,0,0,moyen
37,29,13.73,0,5,0,6,2,moyen
18,18,13.52,0,0,10,6,1,faible
33,24,10.08,4,3,12,6,4,moyen
19,17,19.54,1,1,18,1,2,faible
25,12,10.87,7,3,1,6,0,faible
29,21,13.45,8,0,11,1,2,moyen
32,21,17.22,10,1,5,2,2,moyen
36,31,15.05,4,1,14,1,2,moyen
33,14,17.18,7,1,15,3,5,faible
40,34,13.71,2,1,14,1,2,fort
32,30,11.41,1,0,9,6,3,fort
34,15,12.56,5,2,16,6,3,faible
30,16,13.13,1,3,20,4,0,faible
27,27,14.09,0,0,8,3,1,moyen
37,15,15.23,3,0,2,1,0,faible
29,19,13.95,7,3,18,4,2,moyen
31,26,19.32,5,0,10,4,3,moyen
40,31,12.33,7,2,17,6,1,moyen
31,30,16.39,0,0,9,3,4,fort
35,24,17.17,1,1,15,0,3,moyen
38,17,17.71,6,1,3,1,2,faible
30,30,13.45,0,0,10,1,3,fort
34,27,16.07,1,2,7,1,0,moyen
37,35,19.05,0,2,13,5,3,fort
22,13,18.6,7,1,16,5,4,faible
19,13,13.2,2,0,0,1,0,faible
39,38,19.6,0,1,17,2,5,fort
29,25,13.79,1,3,9,4,4,moyen
19,15,13.69,2,0,2,1,0,faible
36,34,11.19,0,2,8,4,5,fort
40,27,14.33,3,3,19,3,2,moyen
19,10,16.17,2,1,0,1,0,faible
34,25,17.17,5,2,12,1,5,moyen
31,23,19.28,5,2,1,3,4,moyen
20,18,11.37,1,0,20,4,2,faible
24,11,12.25,7,3,15,2,2,faible
39,30,15.68,6,3,20,2,1,moyen
20,20,12.65,0,0,2,5,5,faible
18,15,11.14,3,0,13,2,2,faible
27,27,13.03,0,0,6,2,3,moyen
22,11,11.49,0,1,20,2,0,faible
23,15,19.93,3,0,10,1,4,faible
35,23,11.37,5,3,13,5,2,moyen
18,16,14.03,2,0,18,0,1,faible
21,16,15.98,5,0,6,1,4,faible
30,19,13.76,5,0,19,5,5,moyen
39,22,19.26,2,3,13,3,1,faible
22,15,10.14,0,1,3,0,0,faible
31,20,11.98,7,4,0,0,3,moyen
18,11,10.1,3,2,18,4,2,faible
21,9,12.45,1,5,14,6,4,faible
19,16,16.61,1,1,16,4,1,faible
38,29,18.99,5,3,11,1,2,moyen
20,19,19.68,0,0,10,0,4,faible
36,34,17.18,1,1,8,5,3,fort
39,22,17.72,2,5,0,5,2,faible
20,8,15.57,1,3,17,1,2,faible
19,9,12.37,10,0,7,4,4,faible
30,13,10.94,0,2,12,3,2,faible
34,23,13.89,1,2,12,6,0,moyen
34,30,19.57,2,0,2,4,4,fort
28,27,15.26,0,1,16,6,5,moyen
28,19,11.88,0,4,8,1,2,moyen
36,17,19.11,10,2,3,3,4,faible
31,14,12.39,2,2,16,5,4,faible
32,26,11.0,2,4,1,0,1,moyen
22,13,17.47,6,1,3,0,3,faible
26,26,11.18,0,0,0,4,4,moyen
39,27,19.48,10,1,16,6,0,moyen
40,39,12.96,0,1,9,4,4,très fort
35,14,15.41,7,5,18,5,0,faible
26,23,19.42,0,0,1,3,2,moyen
25,22,18.91,0,3,6,2,1,faible
38,33,12.38,0,4,8,3,4,moyen
31,16,11.45,6,0,8,4,2,faible
34,30,12.95,1,0,9,5,4,fort
28,27,14.65,1,0,16,4,0,moyen
37,35,15.41,0,2,7,1,0,fort
20,11,18.77,3,0,15,5,1,faible
35,23,18.96,5,3,7,0,3,moyen
25,11,12.13,9,5,16,5,1,faible
20,16,15.53,4,0,15,1,5,faible
40,32,15.36,3,5,19,2,5,moyen
38,34,17.96,3,1,2,3,2,moyen
34,17,16.94,5,4,16,3,2,faible
21,10,18.31,9,0,10,3,1,faible
32,30,15.15,1,0,16,5,0,fort
20,17,19.34,0,2,20,4,2,faible
32,13,18.41,7,5,20,5,1,faible
35,31,19.05,4,0,8,2,0,moyen
36,34,13.71,1,0,19,4,1,fort
26,19,12.86,2,4,12,4,1,moyen
36,26,17.67,10,0,20,6,3,moyen
23,23,17.88,0,0,12,2,2,faible
20,16,11.55,4,0,11,0,4,faible
21,12,17.9,2,4,20,1,1,faible
30,16,12.65,6,3,16,3,3,faible
38,30,13.93,0,1,6,5,4,moyen
31,24,12.84,5,1,10,0,3,moyen
27,11,18.16,3,0,18,2,0,faible
20,15,13.77,2,1,5,2,5,faible
35,35,15.19,0,0,19,5,4,fort
36,20,15.55,5,5,2,4,1,faible
38,28,14.23,2,4,3,6,5,moyen
26,26,18.26,0,0,20,6,2,moyen
38,36,15.55,1,0,15,2,4,fort
23,20,16.1,1,2,10,1,4,faible
34,19,10.32,5,5,3,2,4,faible
21,16,19.69,4,1,20,4,1,faible
26,21,12.9,3,0,6,2,1,moyen
37,17,16.49,0,4,8,3,3,faible
40,31,11.21,5,2,15,6,2,moyen
19,13,12.02,1,1,20,3,5,faible
19,14,13.9,2,0,16,2,3,faible
20,15,16.59,0,5,10,1,4,faible
39,30,19.69,1,2,4,3,4,moyen
28,26,15.95,1,0,11,1,4,moyen
33,23,11.3,1,4,16,5,4,moyen
22,10,19.98,7,2,13,6,3,faible
31,19,10.38,1,3,14,2,1,moyen
34,18,19.5,10,4,12,2,1,faible
39,31,11.48,1,3,16,2,2,moyen
32,20,16.43,9,1,6,2,2,moyen
21,17,12.63,3,1,7,2,1,faible
27,17,12.99,8,2,5,1,5,moyen
21,12,14.84,4,5,19,2,5,faible
33,14,19.7,9,1,11,6,1,faible
32,13,18.63,7,3,10,0,4,faible
38,30,11.57,5,1,5,5,2,moyen
37,21,18.21,4,0,16,1,2,faible
33,23,12.42,8,0,12,0,5,moyen
29,18,12.95,7,2,9,1,0,moyen
40,21,19.75,10,3,7,0,4,faible
33,18,14.83,8,5,5,0,3,faible
19,19,12.07,0,0,10,2,5,faible
22,19,17.63,0,2,19,1,5,faible
39,29,10.95,3,2,3,5,5,moyen
20,12,11.5,1,5,12,5,3,faible
40,17,16.49,0,0,10,6,4,faible
30,21,11.36,3,0,9,3,0,moyen
20,17,13.79,3,0,1,4,0,faible
32,32,16.08,0,0,17,6,3,fort
30,26,16.35,0,1,10,5,5,fort
37,25,11.24,3,0,17,4,1,moyen
37,37,10.91,0,0,1,2,3,très fort
26,16,11.98,8,2,8,1,4,moyen
20,10,13.35,3,1,4,3,5,faible
36,34,17.63,1,0,15,6,3,fort
39,19,14.37,1,1,8,6,0,faible
27,13,15.3,5,5,16,2,5,faible
33,19,16.55,1,2,13,1,5,faible
30,29,16.51,1,0,15,3,4,fort
36,19,10.06,8,5,15,3,0,faible
23,21,15.63,1,0,6,1,3,faible
30,16,16.76,1,1,4,6,4,faible
31,20,15.88,4,2,11,6,0,moyen
23,15,17.47,7,1,3,2,4,faible
22,9,10.9,6,0,17,5,2,faible
34,34,11.5,0,0,12,4,5,fort
29,28,16.55,0,1,8,6,4,moyen
39,25,16.13,4,3,9,3,3,moyen
31,13,11.28,7,1,12,5,5,faible
31,17,17.23,0,1,20,0,2,faible
23,18,17.38,3,2,13,4,1,faible
32,20,12.88,7,0,19,3,2,moyen
20,18,12.28,1,1,1,2,1,faible
30,24,15.92,1,0,1,4,5,moyen
22,21,18.36,0,1,5,3,3,faible
24,13,17.98,0,2,20,4,2,faible
38,16,14.91,5,1,17,2,3,faible
39,34,18.38,5,0,15,0,5,moyen
38,16,15.15,7,5,3,3,3,faible
32,32,11.15,0,0,19,1,0,fort
37,27,17.98,3,2,10,3,3,moyen
24,13,14.65,4,2,17,2,1,faible
37,37,13.45,0,0,16,2,0,très fort
32,18,10.82,5,5,10,1,3,faible
28,12,13.44,3,1,3,6,3,faible
28,14,16.59,4,2,20,0,3,faible
28,16,19.33,6,0,12,0,4,faible
32,16,15.43,2,1,6,4,4,faible
33,32,17.71,1,0,17,0,3,fort
34,25,10.47,3,3,6,0,2,moyen
22,10,15.02,3,0,4,0,0,faible
24,22,10.93,1,0,5,3,1,faible
31,14,17.79,9,0,11,6,3,faible
21,20,11.58,0,0,14,0,3,faible
19,11,14.28,3,1,5,5,3,faible
36,34,11.24,0,2,2,0,5,fort
22,16,10.02,6,0,6,5,5,faible
22,16,18.91,1,1,18,3,2,faible
23,17,14.8,0,5,20,5,4,faible
19,9,17.93,9,0,2,1,2,faible
39,16,15.85,5,3,10,5,3,faible
30,18,16.9,8,0,18,2,1,moyen
24,13,14.96,10,1,19,5,2,faible
19,15,17.0,0,4,4,0,2,faible
39,18,17.93,0,2,5,2,1,faible
37,15,13.68,0,1,4,4,1,faible
35,21,17.29,2,2,16,4,5,moyen
40,21,11.33,5,2,10,2,2,faible
33,31,14.68,0,1,15,1,3,fort
37,15,15.87,1,2,16,6,0,faible
21,17,19.68,1,0,11,4,0,faible
25,24,15.4,1,0,2,5,2,faible
29,17,14.48,8,4,6,2,1,faible
35,24,14.01,2,1,5,3,3,moyen
34,34,18.27,0,0,17,2,0,fort
31,16,12.72,1,2,8,4,0,faible
28,17,17.24,10,0,20,4,4,moyen
20,18,19.67,2,0,10,4,3,faible
34,15,17.6,2,3,7,5,3,faible
22,16,15.92,2,2,7,2,4,faible
30,28,17.57,0,2,14,3,4,fort
37,32,18.33,3,0,20,1,2,moyen
23,11,16.69,6,1,6,5,4,faible
28,22,19.58,4,2,5,1,3,moyen
27,19,12.71,3,2,14,4,2,moyen
20,17,11.72,3,0,9,2,3,faible
28,22,16.08,2,3,10,1,5,moyen
21,20,12.86,1,0,11,1,2,faible
29,24,18.92,5,0,15,2,4,moyen
37,17,13.54,3,1,12,2,0,faible
35,35,12.06,0,0,8,6,0,fort
29,14,17.01,6,2,14,4,3,faible
32,29,10.82,0,1,2,3,0,fort
23,16,15.44,4,1,12,1,3,faible
27,18,11.27,2,4,4,6,3,moyen
30,30,10.12,0,0,17,2,3,fort
39,23,15.84,5,4,5,5,4,faible
32,31,17.49,1,0,8,0,4,fort
30,21,12.26,8,0,0,4,2,moyen
22,14,10.98,0,3,1,0,3,faible
22,21,13.52,0,1,8,0,1,faible
35,26,18.67,9,0,13,2,0,moyen
32,14,11.67,8,2,15,5,3,faible
25,19,12.21,4,1,8,6,3,faible
24,11,19.25,1,2,10,0,2,faible
26,14,17.5,8,0,12,2,1,faible
33,19,19.16,0,3,10,3,1,faible
32,25,11.59,3,3,9,6,3,moyen
21,16,19.82,0,0,16,4,0,faible
26,25,16.98,0,1,0,1,5,moyen
21,13,12.21,4,0,4,4,4,faible
32,27,17.62,0,4,1,0,5,moyen
38,37,10.78,0,1,14,6,5,très fort
31,21,15.42,8,0,19,1,3,moyen
40,35,14.8,3,2,5,1,3,moyen
30,15,12.11,7,1,18,4,2,faible
18,11,18.92,2,5,0,1,2,faible
37,19,17.57,10,4,5,2,2,faible
30,24,15.03,4,1,20,2,0,moyen
39,30,11.05,8,1,19,0,4,moyen
18,17,15.48,0,0,10,0,1,faible
22,21,13.36,0,1,6,6,4,faible
38,29,18.69,4,5,7,0,4,moyen
18,10,13.31,7,0,4,5,4,faible
36,24,18.58,7,4,14,1,0,moyen
38,37,13.43,1,0,12,0,3,fort
37,31,16.98,2,4,1,2,2,moyen
23,13,14.39,6,4,16,3,0,faible
37,37,13.39,0,0,0,1,0,très fort
24,13,19.05,9,0,20,1,5,faible
27,11,15.13,2,2,19,1,2,faible
19,12,15.58,7,0,10,4,0,faible
25,22,15.31,0,3,0,5,2,faible
21,9,13.24,3,4,11,3,5,faible
39,35,19.24,3,1,10,4,3,moyen
29,14,11.19,10,5,14,5,0,faible
25,21,14.74,4,0,11,2,1,faible
23,21,14.63,1,1,2,3,0,faible
32,27,15.84,2,3,20,1,5,moyen
29,20,10.1,0,0,18,5,0,moyen
25,14,17.25,1,3,18,5,3,faible
18,16,15.08,1,1,1,6,5,faible
31,17,16.0,0,5,9,1,3,faible
19,16,16.39,3,0,18,3,1,faible
28,26,11.61,2,0,13,1,1,moyen
38,38,16.07,0,0,17,5,3,fort
25,19,19.83,6,0,7,3,3,faible
36,28,13.47,4,4,0,0,1,moyen
28,14,18.72,10,4,4,6,2,faible
27,16,11.98,1,4,10,2,2,faible
20,15,12.31,3,1,2,1,4,faible
40,31,18.06,4,3,18,1,1,moyen
19,14,11.76,5,0,2,6,3,faible
34,22,15.55,1,0,0,2,3,moyen
35,25,13.23,9,1,11,0,0,moyen
27,11,19.2,10,3,20,6,5,faible
34,16,18.31,7,1,11,5,5,faible
35,30,17.76,5,0,10,3,2,moyen
23,23,12.04,0,0,3,0,4,faible
37,37,17.29,0,0,14,6,4,fort
24,18,13.45,5,0,15,3,3,faible
38,31,18.33,6,1,2,3,3,moyen
24,23,10.81,0,0,17,4,1,faible
21,15,19.16,3,2,3,0,2,faible
22,9,17.01,2,2,18,2,4,faible
37,17,12.6,3,3,19,5,3,faible
24,22,19.67,2,0,3,4,4,faible
19,18,18.6,0,1,16,4,5,faible
39,28,18.03,6,2,16,1,5,moyen
23,17,13.61,2,0,0,2,2,faible
25,13,19.83,2,4,0,6,1,faible
33,26,14.1,4,0,12,3,2,moyen
32,22,15.76,9,0,7,2,3,moyen
31,13,17.68,0,4,20,4,5,faible
25,20,10.66,1,1,14,3,0,faible
19,12,12.83,2,0,4,6,1,faible
28,22,18.53,2,3,10,6,1,moyen
22,15,18.98,3,3,18,1,5,faible
24,11,12.37,4,4,1,5,3,faible
36,28,19.9,5,3,3,4,0,moyen
30,13,18.67,1,5,12,1,4,faible
22,10,12.84,3,3,16,4,1,faible
27,27,17.63,0,0,11,5,2,moyen
18,15,11.65,1,2,17,0,2,faible
29,18,17.83,10,0,2,1,2,moyen
36,26,11.31,10,0,9,5,3,moyen
36,19,15.96,10,2,10,4,5,faible
20,13,14.9,3,3,5,5,1,faible
22,21,17.17,1,0,14,5,5,faible
29,25,10.91,1,2,3,4,4,moyen
20,8,10.15,0,4,3,3,3,faible
39,17,15.6,0,3,8,3,3,faible
36,23,18.62,0,4,13,5,5,moyen
33,27,15.16,6,0,15,1,2,moyen
28,13,10.83,10,0,8,5,5,faible
23,11,11.0,10,2,18,2,1,faible
19,13,11.18,5,0,1,1,0,faible
40,22,16.72,9,3,15,3,0,faible
39,24,12.85,3,5,13,6,2,moyen
35,17,18.41,7,2,18,3,4,faible
21,21,17.71,0,0,17,1,0,faible
24,23,15.12,0,1,12,4,1,faible
40,25,10.69,3,2,19,2,1,moyen
27,11,16.89,5,1,1,6,3,faible
19,9,11.0,10,0,17,0,2,faible
30,30,17.65,0,0,10,2,2,fort
39,26,11.39,7,5,14,1,0,moyen
37,18,14.33,5,3,15,1,3,faible
36,35,14.44,0,1,19,6,0,très fort
40,21,14.18,7,1,18,4,0,faible
39,18,12.75,0,4,13,4,5,faible
23,21,19.04,1,0,17,3,0,faible
21,10,14.03,3,3,12,4,1,faible
28,23,19.05,4,1,12,1,2,moyen
33,17,16.11,3,2,1,3,4,faible
34,20,19.49,5,5,9,3,3,faible
30,12,13.33,9,1,7,0,0,faible
22,13,13.85,5,4,1,0,4,faible
36,16,12.01,7,2,2,1,3,faible
21,11,10.02,2,5,5,6,2,faible
26,22,13.36,0,4,1,2,3,moyen
22,13,18.32,5,4,13,5,5,faible
29,23,13.69,4,1,9,2,1,moyen
21,10,14.36,2,4,15,4,0,faible
35,19,18.33,3,5,17,2,4,faible
34,14,18.74,1,5,16,6,4,faible
20,19,19.52,1,0,13,4,5,faible
19,11,17.14,2,5,20,2,2,faible
30,26,13.62,3,1,10,6,2,moyen
38,27,12.01,10,0,10,4,0,moyen
23,19,19.56,4,0,10,5,2,faible
28,18,10.27,2,4,6,2,3,moyen
37,21,11.7,6,1,4,0,2,faible
37,37,14.38,0,0,14,0,4,très fort
19,17,15.37,0,2,6,5,4,faible
30,18,14.08,3,2,1,1,0,moyen
27,25,14.91,2,0,14,5,1,moyen
25,24,15.76,0,0,0,4,5,faible
23,18,11.78,2,0,15,1,2,faible
37,32,18.69,3,2,5,1,0,moyen
18,18,10.52,0,0,4,0,2,faible
21,9,19.52,6,5,3,4,0,faible
32,20,11.42,9,2,10,6,5,moyen
31,23,14.55,8,0,6,3,1,moyen
29,18,19.54,8,2,10,3,5,moyen
32,31,14.57,0,1,12,1,4,fort
38,30,15.44,8,0,17,5,0,moyen
29,24,13.18,3,2,11,3,4,moyen
26,22,13.5,1,3,6,5,2,moyen
39,25,15.32,4,3,0,1,5,moyen
34,30,16.49,1,0,19,2,3,fort
31,31,14.5,0,0,17,4,0,fort
27,21,12.61,5,0,16,3,5,moyen
38,27,10.19,7,0,17,0,5,moyen
27,25,14.12,0,0,13,3,0,moyen
34,22,14.45,9,1,3,2,2,moyen
27,17,13.1,2,5,7,1,1,moyen
40,28,18.71,4,1,0,3,4,moyen
29,28,13.39,0,1,19,0,0,moyen
29,28,13.36,1,0,11,5,3,moyen
35,22,11.89,0,1,14,6,3,moyen
29,20,17.24,9,0,20,3,1,moyen
33,30,12.06,1,0,16,0,2,fort
38,29,11.26,0,5,19,6,4,moyen
36,29,13.65,5,0,20,1,0,moyen
39,26,17.98,2,2,0,0,4,moyen
31,29,15.18,2,0,3,3,5,fort
28,24,15.94,4,0,15,4,4,moyen
35,28,10.99,0,0,16,0,5,moyen
38,37,16.38,1,0,18,4,1,fort
33,24,16.24,0,5,19,3,0,moyen
27,20,16.94,4,2,11,4,2,moyen
33,27,12.26,3,2,16,4,2,moyen
39,38,10.64,1,0,3,0,1,fort
28,24,19.52,2,0,19,2,2,moyen
34,30,19.09,3,0,8,3,1,moyen
33,30,19.39,1,1,11,3,3,fort
28,22,15.11,0,4,20,4,4,moyen
35,30,12.08,3,2,19,4,5,moyen
26,22,16.73,2,0,16,6,0,moyen
27,18,14.29,2,2,14,5,5,moyen
38,36,16.66,1,0,16,2,5,fort
33,23,18.52,3,3,13,1,1,moyen
40,28,10.98,0,5,15,4,4,moyen
33,30,19.82,3,0,13,6,0,moyen
31,26,17.64,5,0,20,4,3,moyen
34,28,13.72,0,5,12,6,5,moyen
28,20,16.56,8,0,16,1,5,moyen
31,19,18.18,0,3,14,0,0,moyen
31,26,12.83,5,0,7,0,5,moyen
31,26,10.6,1,3,2,4,5,moyen
29,29,16.46,0,0,17,2,4,moyen
34,31,18.6,1,0,11,0,5,fort
27,26,12.32,1,0,11,3,5,moyen
27,18,12.71,4,2,17,4,5,moyen
38,27,17.88,8,1,16,4,2,moyen
40,35,17.93,1,1,5,6,3,fort
26,21,16.73,1,2,4,1,2,moyen
30,21,10.53,7,1,15,2,1,moyen
26,20,14.61,6,0,17,4,4,moyen
30,28,14.54,2,0,6,4,0,fort
35,34,14.01,0,0,5,3,2,fort
36,34,17.1,0,0,8,5,4,fort
27,18,12.8,8,0,19,6,4,moyen
27,24,17.85,0,3,2,4,1,moyen
34,34,17.74,0,0,18,3,0,fort
35,22,17.57,0,3,8,5,0,moyen
26,20,15.38,5,0,1,2,2,moyen
26,18,19.52,1,5,15,3,4,moyen
30,27,12.09,3,0,18,0,2,moyen
32,26,11.37,2,3,14,2,0,moyen
26,26,17.96,0,0,5,0,4,moyen
30,29,16.37,1,0,3,5,0,fort
38,25,15.53,8,3,19,2,0,moyen
30,22,13.82,5,3,12,4,2,moyen
30,21,17.98,6,2,7,5,4,moyen
40,29,10.13,1,2,0,0,0,moyen
30,23,13.86,7,0,4,0,1,moyen
36,29,16.26,4,2,7,0,1,moyen
36,23,16.17,2,3,19,2,0,moyen
38,26,17.09,3,4,0,0,2,moyen
30,23,11.77,3,4,11,1,5,moyen
35,34,19.33,0,1,5,6,0,fort
39,24,15.32,4,5,20,5,5,moyen
32,31,12.76,0,0,2,4,3,fort
27,23,10.01,4,0,12,5,5,moyen
36,32,10.26,2,1,19,1,3,fort
37,27,18.59,9,1,15,6,0,moyen
36,32,10.46,0,1,13,4,3,fort
34,21,14.39,1,2,7,2,0,moyen
35,31,19.9,3,0,13,5,0,moyen
28,26,13.67,0,0,15,3,3,moyen
33,20,10.55,9,4,16,5,5,moyen
30,18,18.14,10,1,5,1,2,moyen
26,18,19.58,6,2,17,3,5,moyen
27,23,18.54,4,0,0,3,1,moyen
28,28,16.18,0,0,14,3,2,moyen
39,28,15.73,10,1,14,4,0,moyen
28,17,13.11,10,0,20,4,3,moyen
35,24,18.09,10,1,8,0,5,moyen
37,31,12.29,4,0,9,4,3,moyen
29,18,12.06,3,2,0,0,1,moyen
35,22,16.13,2,5,13,0,5,moyen
30,19,14.63,1,0,18,1,4,moyen
39,37,13.25,1,1,6,0,1,fort
31,27,10.5,2,2,17,2,4,fort
37,27,10.3,10,0,13,1,2,moyen
30,21,11.9,5,1,5,4,4,moyen
29,18,11.14,2,2,0,6,2,moyen
27,23,17.57,2,0,8,6,0,moyen
36,34,18.96,1,1,1,3,3,fort
33,24,13.6,0,1,0,5,4,moyen
29,28,13.18,0,0,4,5,3,moyen
26,26,11.21,0,0,16,4,5,moyen
36,28,10.76,5,3,7,6,4,moyen
36,36,10.98,0,0,9,5,5,très fort
38,23,19.91,7,3,20,6,2,moyen
36,33,19.14,2,0,11,3,3,fort
32,28,16.45,4,0,13,2,5,moyen
38,29,13.38,8,0,16,0,3,moyen
28,26,16.07,1,1,0,2,5,moyen
29,24,18.73,0,2,14,0,0,moyen
32,31,17.83,1,0,6,4,4,fort
35,35,14.63,0,0,12,6,4,fort
26,24,15.25,1,1,16,2,3,moyen
38,26,12.56,2,2,6,5,3,moyen
40,30,10.9,10,0,16,1,2,moyen
35,34,11.01,0,1,5,2,3,fort
37,35,14.9,2,0,18,2,4,fort
28,17,17.9,4,5,12,5,3,moyen
32,29,12.41,2,0,15,5,0,fort
37,31,10.16,2,3,6,0,3,moyen
37,27,15.34,3,0,6,6,2,moyen
36,32,18.59,2,1,16,5,2,fort
33,20,17.3,7,3,12,0,1,moyen
32,32,19.46,0,0,20,2,3,fort
34,32,16.45,0,2,18,3,3,fort
30,30,12.83,0,0,10,1,4,fort
39,36,17.97,0,1,1,6,4,fort
29,29,12.65,0,0,10,2,5,moyen
27,23,17.69,3,0,20,3,5,moyen
30,21,15.84,1,2,10,4,3,moyen
27,19,17.34,0,5,9,0,3,moyen
38,37,18.56,1,0,12,3,4,fort
40,24,15.3,5,3,20,2,5,moyen
33,23,18.91,7,3,17,2,0,moyen
35,23,10.38,3,3,0,3,5,moyen
36,24,14.84,2,5,13,0,0,moyen
40,31,15.0,9,0,16,4,2,moyen
39,31,19.47,7,1,10,5,4,moyen
37,36,10.34,1,0,11,1,3,fort
29,18,17.08,9,0,17,4,4,moyen
31,22,18.8,9,0,3,1,0,moyen
37,37,12.34,0,0,15,5,0,très fort
29,29,12.08,0,0,8,0,1,moyen
33,27,16.21,5,1,12,5,0,moyen
27,20,10.46,1,4,16,3,2,moyen
32,22,10.91,6,2,8,1,4,moyen
32,25,13.26,7,0,19,6,2,moyen
26,17,13.64,1,1,9,5,0,moyen
26,23,15.08,3,0,3,0,5,moyen
30,21,18.09,5,2,1,6,5,moyen
35,24,17.27,7,4,16,2,4,moyen
34,28,13.59,0,2,12,4,1,moyen
40,29,19.28,5,0,17,3,0,moyen
34,25,14.73,3,3,8,3,1,moyen
37,26,13.39,2,0,2,1,5,moyen
27,24,15.59,3,0,15,5,2,moyen
37,25,18.34,2,2,0,1,1,moyen
39,39,19.46,0,0,19,1,3,fort
31,21,10.62,9,0,16,4,4,moyen
30,24,18.64,0,0,19,2,3,moyen
36,28,12.97,5,0,5,6,5,moyen
26,17,15.15,6,0,0,2,0,moyen
31,22,13.41,3,3,4,4,3,moyen
32,22,11.08,10,0,9,6,5,moyen
33,32,17.0,0,1,9,4,1,fort
34,27,15.62,6,0,9,3,3,moyen
30,20,17.34,6,4,12,6,1,moyen
36,25,13.8,4,2,7,2,0,moyen
38,37,16.59,1,0,12,6,3,fort
40,35,18.7,4,1,15,5,4,moyen
27,22,19.29,4,0,9,4,1,moyen
39,27,10.88,0,5,12,2,5,moyen
40,30,11.93,0,3,15,3,4,moyen
31,29,19.91,2,0,17,3,5,fort
27,27,13.1,0,0,9,5,1,moyen
27,21,17.88,5,0,14,5,5,moyen
31,23,17.3,2,2,4,2,4,moyen
39,35,15.36,2,1,17,4,5,fort
28,20,11.69,6,1,7,1,1,moyen
28,27,12.56,1,0,0,5,3,moyen
32,26,12.54,3,0,3,0,0,moyen
28,20,12.75,7,1,10,1,3,moyen
31,21,11.58,7,0,4,3,3,moyen
35,24,12.76,0,5,4,3,4,moyen
38,26,15.18,3,3,4,0,0,moyen
27,23,19.35,1,0,6,1,1,moyen
32,21,16.41,4,5,14,1,1,moyen
28,21,13.71,5,0,9,2,0,moyen
36,25,12.12,5,2,11,6,3,moyen
30,25,18.42,1,2,13,5,1,moyen
33,20,10.91,5,5,16,6,4,moyen
34,33,14.61,1,0,2,0,5,fort
38,27,19.16,1,5,17,6,1,moyen
30,23,11.86,7,0,12,5,2,moyen
32,24,16.21,5,2,19,2,4,moyen
32,25,10.78,0,1,4,2,2,moyen
33,32,18.71,1,0,19,4,4,fort
35,24,19.02,8,3,2,4,3,moyen
39,24,18.67,1,4,9,4,5,moyen
40,40,16.84,0,0,18,1,5,fort
33,27,10.65,4,0,4,0,3,moyen
39,29,11.38,8,2,4,0,3,moyen
27,26,17.44,0,0,0,0,3,moyen
30,19,16.97,5,1,19,1,4,moyen
39,24,14.68,5,1,19,2,4,moyen
38,32,13.26,4,2,4,5,0,moyen
29,21,15.65,3,3,8,1,0,moyen
37,34,15.42,0,0,19,3,3,fort
33,27,12.94,6,0,4,3,3,moyen
33,31,18.09,1,1,17,1,2,fort
39,34,18.38,1,2,4,6,1,fort
29,27,13.87,1,1,7,4,3,moyen
27,20,12.76,2,3,15,6,1,moyen
40,33,17.57,7,0,0,6,2,moyen
31,25,17.15,3,0,11,4,5,moyen
40,32,18.4,6,2,17,5,5,moyen
33,28,18.7,5,0,18,1,1,moyen
35,22,14.54,2,0,4,5,0,moyen
36,36,12.46,0,0,15,1,5,très fort
39,32,16.57,7,0,3,3,0,moyen
37,26,16.5,5,2,16,3,4,moyen
29,23,13.48,0,0,11,4,3,moyen
32,29,10.95,2,1,2,5,4,fort
34,22,17.63,8,1,15,1,5,moyen
30,22,15.64,4,4,16,0,3,moyen
34,32,13.96,1,1,0,1,2,fort
29,28,12.8,1,0,9,3,0,moyen
32,22,10.29,6,2,2,4,0,moyen
28,19,12.04,0,4,16,3,3,moyen
33,24,12.71,1,5,4,1,3,moyen
35,24,14.39,5,2,12,3,5,moyen
40,34,19.64,3,1,20,5,4,moyen
29,28,18.85,0,0,14,4,4,moyen
30,18,15.33,1,3,2,3,5,moyen
35,33,12.97,0,2,13,1,4,fort
33,21,10.63,4,4,14,4,2,moyen
32,20,13.84,1,0,15,6,4,moyen
40,28,11.21,2,4,3,6,5,moyen
36,36,17.07,0,0,2,1,1,fort
40,39,18.29,1,0,16,0,1,fort
40,36,11.86,3,0,4,0,3,moyen
29,18,12.87,6,5,5,1,2,moyen
35,30,12.43,5,0,19,6,1,moyen
33,20,13.74,5,1,16,3,0,moyen
36,26,17.58,8,2,3,5,2,moyen
38,25,12.56,10,1,19,6,5,moyen
29,23,17.44,6,0,18,2,3,moyen
35,27,12.61,3,0,12,1,2,moyen
33,25,16.1,4,0,2,4,2,moyen
37,32,17.02,0,5,8,6,4,moyen
36,35,16.25,1,0,10,6,1,fort
32,21,12.66,5,3,7,1,3,moyen
29,26,16.67,0,3,14,5,5,moyen
37,24,15.66,7,0,4,2,2,moyen
27,23,14.89,4,0,7,5,5,moyen
